TweetID	Emotion
549283997407535105	anger
549284021709307904	surprise
549284013433573376	surprise
549283963340980225	neutral
549283962841866240	joy
549283892230758400	enthusiasm
549284021776449536	interestingness
549283867090092033	joy
549283870772703232	sadness
549283959142903808	fear
549284030760628225	enthusiasm
549283900288405505	enthusiasm
549283967632158722	calm
549283875281584128	anger
549284067435245568	enthusiasm
549283950653632513	joy
549284001093922816	neutral
549283959373570050	calm
549284009113817089	neutral
549283917216636928	neutral
549283883867312128	enthusiasm
549283971537043456	neutral
549283904251633664	neutral
549284055712563200	interestingness
549283971537043456	neutral
549283954985930752	surprise
549283858739625985	joy
549283871016366080	rejection
549284017762488320	anger
549283967304994817	joy
549284022179074048	neutral
549284022116167681	surprise
549283942311137280	neutral
549284051837014017	sadness
549283871536455680	fear
549284030630621184	anger
549283912598298624	interestingness
549284068203184128	enthusiasm
549283984229031936	disgust
549284051589541888	enthusiasm
549283862640357376	anxiety
549283933905756161	anxiety
549283909297790976	interestingness
549284051283365888	sadness
549283866947883008	enthusiasm
549283925588443137	neutral
549283912997175297	neutral
549283858387333120	joy
549283925378363392	anxiety
549283895703662593	surprise
549284013236432896	enthusiasm
549283858420482048	surprise
549284051299737600	sadness
549283971532472321	interestingness
549283975785885696	calm
549284068177637376	surprise
549283950770655232	neutral
549283921683550209	interestingness
549283954625613825	surprise
549283975630688257	interestingness
549283852191948800	sadness
549283963454627840	anger
549283946484080641	neutral
549284021998718976	enthusiasm
549283870982422528	anxiety
549283888015900673	interestingness
549283967883440128	neutral
549283938431033344	joy
549283938364301312	joy
549284004621324289	interestingness
549283921427324928	joy
549283996920606720	interestingness
549284047386865664	neutral
549283980345090049	anger
549283858357948416	surprise
549283984270950400	enthusiasm
549283912787460096	joy
549283967883825152	joy
549283975437369344	anger
549283852691468289	calm
549283979959218176	joy
549284001098510336	anger
549284009306775552	neutral
549283984182898688	rejection
549283858227920896	joy
549283946429558784	neutral
549283988020690945	enthusiasm
549283913206886400	calm
549283950179659779	enthusiasm
549283963345571840	disgust
549283900464574464	neutral
549284014218285058	neutral
549283963282685952	enthusiasm
549284051299737600	anger
549283892096958464	joy
549283946392195072	joy
549284014117642240	anger
549283996924792832	neutral
549283997172633600	enthusiasm
549284051723358208	joy
549284009424199680	disgust
549284068358356992	neutral
549283950410350592	joy
549283954621448192	enthusiasm
549283887851917312	neutral
549283908794478592	enthusiasm
549283921851326464	anger
549284030328627202	enthusiasm
549283895653310464	enthusiasm
549283942399238144	surprise
549283912774873090	sadness
549284055422730240	anxiety
549283875059277827	interestingness
549283929640144896	joy
549284063958167553	enthusiasm
549283892143075330	interestingness
549283954982154240	enthusiasm
549283912896495618	anxiety
549284038461370369	joy
549283858030395392	neutral
549283929661124610	sadness
549283959402942464	joy
549284005489946625	joy
549284001098510336	enthusiasm
549283853299617792	enthusiasm
549283938183966722	anger
549283963127492608	neutral
549283942331740160	neutral
549283937990619136	neutral
549283875583967233	enthusiasm
549283967468580864	disgust
549284051413368833	surprise
549283976326955009	surprise
549283984618684416	sadness
549283892084375552	neutral
549283933972484098	enthusiasm
549283853140234240	enthusiasm
549283904805691395	surprise
549284030256906240	neutral
549283866322956291	neutral
549284067976687616	surprise
549283852620152833	interestingness
549284047621734400	sadness
549283976087482368	anger
549283904432386048	neutral
549283887416107008	neutral
549284043351916544	anger
549283854276890624	joy
549283871016378368	joy
549284005452210176	neutral
549283959121928192	joy
549283937747746816	enthusiasm
549283971696041984	neutral
549284001098510336	joy
549284067586220032	anxiety
549283963119095808	surprise
549283895704031232	neutral
549284047516876801	joy
549284038544875520	joy
549283946442547200	neutral
549283896165412864	surprise
549283875013152768	enthusiasm
549283913433374720	neutral
549283933662511104	anger
549284051169714176	shame
549284067930542081	neutral
549284018026741760	joy
549284042810867712	neutral
549283988679168002	enthusiasm
549283866985644032	joy
549283963110707200	sadness
549283984052846592	neutral
549284005590605825	neutral
549283988859523073	joy
549284063630995456	anger
549283883876122624	neutral
549283930160267265	sadness
549284039103098880	anger
549283887961374723	joy
549283929942147073	surprise
549284000611958784	neutral
549283870810836993	neutral
549283979967619072	joy
549283853953552384	anger
549284030709911552	neutral
549283854209806336	neutral
549283967325995009	anxiety
549283951152758784	neutral
549283854079778816	joy
549283908668649472	calm
549284000867835904	enthusiasm
549283913341104128	anger
549283967233712129	joy
549284043419045888	enthusiasm
549283967287828481	sadness
549284030525767680	neutral
549283963626606593	calm
549283858362138624	enthusiasm
549283866721398785	neutral
549283997420118016	anger
549283934014820352	enthusiasm
549284021981962240	neutral
549283934136041472	neutral
549284042412392449	joy
549283862896189441	interestingness
549284043393880064	neutral
549283951249219584	neutral
549283938137432064	interestingness
549284059734900738	sadness
549284046921281536	joy
549283851986808832	surprise
549283867530915840	joy
549283980130803713	joy
549283879841169408	neutral
549283908907319296	surprise
549284064055033857	neutral
549283929966903297	enthusiasm
549283908874162178	sadness
549283946308317185	neutral
549283976175968256	neutral
549283870781505537	enthusiasm
549284055624056832	joy
549283992579891201	enthusiasm
549283917237600256	enthusiasm
549283992370184193	anger
549283900380700672	enthusiasm
549284000863617024	neutral
549284030101725184	neutral
549283980198285312	surprise
549283946748313600	joy
549283934471983105	enthusiasm
549283954587889664	interestingness
549284021901856768	neutral
549284067762774018	anxiety
549283963777585152	enthusiasm
549283883259154432	neutral
549283938339139584	enthusiasm
549283984421572609	neutral
549283984018903041	surprise
549283989048279040	joy
549283955158302720	calm
549284001098510336	enthusiasm
549283921599270912	calm
549283971146993664	interestingness
549283979799453696	surprise
549283892256309249	surprise
549283879677206528	joy
549283871033159680	neutral
549284005464772609	anger
549283992563118081	joy
549283975458349057	neutral
549284034799734784	neutral
549283946542813185	neutral
549283962083102720	neutral
549284030223749121	anger
549284067959521283	surprise
549284055762878466	neutral
549283992663760896	neutral
549283858466996224	interestingness
549284034514522113	anger
549283853001433088	enthusiasm
549283958974738434	neutral
549283963668553729	shame
549283858563080192	enthusiasm
549283930080550913	anxiety
549283950439718912	interestingness
549283912930041856	neutral
549284063958560769	neutral
549283854478241793	sadness
549284051308134400	anger
549283896161210368	joy
549283971746783232	neutral
549284030332801025	neutral
549284039006224384	anger
549283992525369344	enthusiasm
549283870836031489	joy
549284064432508929	joy
549283984715169792	neutral
549283970706575361	anxiety
549283945939206145	surprise
549284056048078848	joy
549283854239154176	interestingness
549283980265410560	anger
549283988364201984	neutral
549283950594899969	calm
549284059973971970	enthusiasm
549283959063191552	enthusiasm
549284013597536260	sadness
549284005364113408	anger
549284035101728771	anger
549284004977848320	neutral
549283950263148544	enthusiasm
549283921439891457	sadness
549283866960080896	anxiety
549284013735960576	neutral
549283958702493696	neutral
549284026151100416	interestingness
549284034577444864	neutral
549284038968504321	sadness
549284026037833728	anger
549283996853866496	neutral
549283896089911297	anger
549283984451305473	neutral
549283971540852737	enthusiasm
549283909113217025	neutral
549284042781511680	enthusiasm
549284055393370112	sadness
549283946606108672	anger
549283992734670848	surprise
549283913001336832	anger
549283967510532096	sadness
549284018135785473	anger
549283954780430338	enthusiasm
549284038372904962	neutral
549283925734862848	enthusiasm
549284030236332033	enthusiasm
549283883296911360	anger
549283929766002690	anxiety
549284009188925440	enthusiasm
549283867379916801	neutral
549283908508856320	surprise
549283875768524800	enthusiasm
549283874900287489	enthusiasm
549284063857889280	enthusiasm
549283875172941825	calm
549283913110401024	neutral
549283950745911296	interestingness
549284013610110977	interestingness
549283892004679680	neutral
549284068014456834	neutral
549283954868903938	interestingness
549283971037532160	sadness
549283852615561216	sadness
549283971218292736	neutral
549283879505256448	enthusiasm
549284055511224320	anger
549283934010617856	enthusiasm
549284009638117376	joy
549284013824028673	interestingness
549284005347340288	surprise
549283954646614016	enthusiasm
549284017707565057	enthusiasm
549283929690484737	calm
549283958547296257	anxiety
549283972031971328	anxiety
549283992646983682	enthusiasm
549283976222109698	sadness
549283896740036608	interestingness
549283921578721281	interestingness
549283942419800065	enthusiasm
549284001102716929	sadness
549284042550415360	anger
549283929900208128	calm
549284021989953537	sadness
549283925546520576	enthusiasm
549284038964281345	sadness
549284021750870016	joy
549283852846628865	interestingness
549283954948599808	joy
549283871280607232	neutral
549283883578310656	anxiety
549283874484666369	neutral
549283975639072768	enthusiasm
549283866851434497	sadness
549284055511224320	anxiety
549284008954445825	neutral
549283942738575361	neutral
549283900749803521	anger
549283858781601792	neutral
549283992890249216	joy
549283871012179969	neutral
549283954743062528	sadness
549283955149504512	surprise
549284009617137664	anger
549283975668064259	anger
549284047143587841	joy
549284000930357248	enthusiasm
549284021868322816	surprise
549283887562510337	anger
549284034665541634	sadness
549284026188828672	joy
549283879417573377	anger
549283908337291265	joy
549284059923611648	enthusiasm
549283988448509952	neutral
549283950330671104	surprise
549283938120642561	enthusiasm
549284059801993216	enthusiasm
549283879547183104	calm
549284026079383552	sadness
549283871049543680	interestingness
549284005581844480	enthusiasm
549283955263148034	anger
549284018446159874	anxiety
549284017800245249	enthusiasm
549283984082219008	disgust
549283862464172032	neutral
549283930009264129	interestingness
549283916482224128	neutral
549284004331937792	surprise
549283967703080960	anxiety
549284055389585408	anger
549284018202882048	joy
549283862409646082	enthusiasm
549283854490824705	enthusiasm
549283851982606337	interestingness
549283937856815105	joy
549283866599755776	sadness
549283934358749184	anger
549283963626606594	anger
549283852142010368	enthusiasm
549283900262866944	enthusiasm
549283980126990336	surprise
549284017984376832	surprise
549283950527807488	neutral
549284013241020416	enthusiasm
549283971855441921	anger
549283976029163520	enthusiasm
549283950968188930	anxiety
549283901081133057	enthusiasm
549283921549348864	calm
549284021595672576	interestingness
549283950649409538	anger
549284059470254080	enthusiasm
549283866620338176	enthusiasm
549283908777672704	surprise
549284063945969665	rejection
549283959293890560	enthusiasm
549283975622320128	interestingness
549283875227463680	rejection
549283866788515840	interestingness
549283967686701057	shame
549284042651103232	anger
549284017846374400	enthusiasm
549283895838261248	enthusiasm
549284026012270592	joy
549283852733382656	enthusiasm
549284060267544577	enthusiasm
549283921176059906	sadness
549283858374721537	interestingness
549284026222395392	joy
549283959172259841	neutral
549284039132479488	interestingness
549283900129050624	surprise
549283853031194624	neutral
549283984900096001	interestingness
549283909020946432	anger
549284013643681792	interestingness
549283921297698816	enthusiasm
549283954662973440	joy
549284004957286401	neutral
549284004621332480	sadness
549283866675257345	neutral
549284000649318401	interestingness
549283942227263488	joy
549284039371550722	enthusiasm
549283912661213184	anger
549283883578302464	enthusiasm
549283858349182976	enthusiasm
549284030638997507	fear
549283854394335233	neutral
549283879866347520	surprise
549284005578039298	interestingness
549284067880218625	joy
549283934207754240	rejection
549284018022535168	interestingness
549284013262012416	enthusiasm
549283971696439296	fear
549283959256129537	joy
549283891954348033	surprise
549283955191844865	anger
549284038675283968	surprise
549283887424090112	joy
549284064046628865	anger
549283916851732480	neutral
549284018139971585	interestingness
549284030537945088	neutral
549284013454544896	joy
549283887487393792	fear
549283908886728704	anxiety
549284004407427074	neutral
549283899818659840	enthusiasm
549283938188140544	neutral
549284017963819008	neutral
549284043192168449	interestingness
549283900632363008	joy
549283883666001920	rejection
549283867283447808	sadness
549283854167470080	enthusiasm
549284038931132416	anxiety
549283858899042304	shame
549284018127392768	joy
549283988599492609	interestingness
549283913102000128	neutral
549284064000081920	calm
549283975626121216	neutral
549283933859631105	neutral
549284055762878464	neutral
549283946438348800	enthusiasm
549283904684048384	disgust
549284009558429697	enthusiasm
549283954743062528	interestingness
549283858462810112	enthusiasm
549283867002437632	neutral
549284046690598912	joy
549284021835145218	interestingness
549283963538513920	enthusiasm
549284026373398528	joy
549284021578915841	neutral
549283854390140928	shame
549283921549361154	sadness
549283975899136003	enthusiasm
549284017624076290	rejection
549284013752725506	anger
549283854067195904	interestingness
549283875479101441	joy
549283967581835264	enthusiasm
549283883347623936	anxiety
549283929312612352	anger
549283980257030144	neutral
549284039098892288	anger
549284060372410368	surprise
549283913211056128	neutral
549283938142007296	interestingness
549284042940903425	interestingness
549284017686593536	interestingness
549284068274089984	neutral
549283971545452544	joy
549284005435412481	joy
549284025156644865	joy
549284022010933248	enthusiasm
549283925600636928	neutral
549283972036173826	sadness
549283967296614401	shame
549283851663446016	neutral
549283866994024448	disgust
549284009402851329	joy
549283997189017601	calm
549283904637906944	neutral
549283883276337154	joy
549283870978220032	surprise
549283871024742400	neutral
549284001098510336	interestingness
549284009315155968	sadness
549283934261870592	surprise
549283921330851840	enthusiasm
549283887948759041	rejection
549284055511224320	enthusiasm
549283984220254208	enthusiasm
549284021747085313	anger
549283959268339712	sadness
549284060292722689	sadness
549283983825965056	enthusiasm
549284055498620930	joy
549283863131086848	sadness
549284038608158720	neutral
549283992693125120	joy
549283900204146688	neutral
549284001098510336	rejection
549283913114218496	calm
549284025915817984	anxiety
549283983901458432	joy
549284013916315648	calm
549284004995035136	interestingness
549283929824694273	disgust
549283929573060608	interestingness
549283921289306112	anger
549283879895715841	enthusiasm
549283942487322624	anxiety
549283963739840514	neutral
549283949592055808	interestingness
549284013504856065	joy
549283870987005953	surprise
549284055439917056	surprise
549284025840328705	enthusiasm
549283879400779779	joy
549283971725819904	neutral
549283959381954560	joy
549283875847815168	calm
549283896211542017	fear
549283929782358016	calm
549283852640731136	enthusiasm
549284021889675268	joy
549284005200142336	neutral
549283853962313728	neutral
549283946497048576	joy
549283984707174400	calm
549284034657148928	anxiety
549284038964281345	surprise
549283920986902528	enthusiasm
549283971570622465	neutral
549283967942557696	calm
549283908823437312	surprise
549283959369400321	surprise
549283858722881537	surprise
549283858899042304	shame
549283852062306304	joy
549284035047215104	surprise
549284030751858689	sadness
549283920982732800	enthusiasm
549284059554537472	enthusiasm
549284047311343616	calm
549283875424579586	calm
549284001098510336	enthusiasm
549284055611867136	anger
549283883813191683	enthusiasm
549283905153814528	interestingness
549283992852111361	sadness
549283929912385537	neutral
549284022174892032	surprise
549283933859631105	anxiety
549283879618871297	neutral
549283852834078721	anger
549284017850171393	joy
549283875269398528	fear
549284051736354817	interestingness
549283997210390528	neutral
549283879266557952	neutral
549283896261898241	interestingness
549284055594725376	sadness
549283904734371840	enthusiasm
549283984539021312	calm
549283955237994496	joy
549283908656046081	calm
549283921679368193	anxiety
549284067943124992	neutral
549284009449381888	neutral
549283925827530752	joy
549283925479010304	surprise
549284034686496768	calm
549283976209129472	sadness
549284009734598656	joy
549284060267548672	interestingness
549284055892893696	enthusiasm
549283887700901888	joy
549283875307130880	joy
549283975814844417	joy
549283896610000896	rejection
549283946199273472	sadness
549283886975291395	enthusiasm
549283866599755776	anger
549284047516884993	surprise
549283883184058370	interestingness
549283879736311810	calm
549283892306259968	enthusiasm
549283925730684928	enthusiasm
549283945582710784	sadness
549283959541350400	neutral
549283925290262529	joy
549283988842745856	enthusiasm
549283904499486720	calm
549284055746109440	surprise
549283942541828096	surprise
549283938423046145	neutral
549283946408968192	neutral
549284017749913601	joy
549283913047474176	rejection
549283862397091841	shame
549284038469357568	surprise
549283875554598912	calm
549283933972484096	surprise
549283992277504000	interestingness
549283982303834112	joy
549283983511810048	calm
549283938003202048	neutral
549283887902625792	joy
549283959041835008	enthusiasm
549284030953553923	enthusiasm
549283925634207744	neutral
549283854356586497	surprise
549283852733390848	anger
549283879425933312	neutral
549283954722086912	neutral
549283992726274048	neutral
549284034174783488	sadness
549283874686382082	disgust
549284051522453505	enthusiasm
549284038922743808	calm
549283887911043072	enthusiasm
549283925290262528	neutral
549283992596271104	neutral
549284042810867712	interestingness
549284042810867712	interestingness
549283870462717952	calm
549284009503883264	enthusiasm
549283898224836608	enthusiasm
549283896438034432	neutral
549283996673142785	enthusiasm
549283980064088064	enthusiasm
549283874900287489	enthusiasm
549283854096556035	neutral
549283958836297728	anger
549283992567296000	calm
549283979929473024	calm
549283971864223746	disgust
549283946568380416	joy
549284034741022720	anger
549284022019305472	neutral
549284042848235520	joy
549283967300812800	enthusiasm
549283994551189504	joy
549283984531013634	sadness
549284022246182912	enthusiasm
549283912892284928	neutral
549284018080862208	neutral
549284005678690304	joy
549284042810867712	interestingness
549283950363832320	sadness
549283954629419008	enthusiasm
549283904394645505	enthusiasm
549283896647770112	neutral
549283958543089664	neutral
549283866599755776	calm
549283988200640512	surprise
549283984140935168	neutral
549284021536960512	interestingness
549284067976687616	neutral
549284055523819521	neutral
549283883532165122	neutral
549283871217692672	calm
549284051853389825	surprise
549283975639072768	joy
549283862501937152	joy
549283887696723968	joy
549283870697222146	neutral
549284042810867712	interestingness
549283975932305408	enthusiasm
549283853781594112	surprise
549284022095196160	interestingness
549283854184644610	joy
549284059839729665	joy
549283875453935617	joy
549283992566898688	joy
549283858899042304	neutral
549283967338549248	calm
549283892113711104	surprise
549283996879040514	neutral
549283912665804800	neutral
549283883897077760	calm
549284021448896512	anger
549283988456480768	calm
549283951001731074	anger
549283909104836610	surprise
549283997172633600	anger
549283871448391680	surprise
549283963056181248	interestingness
549284008979210240	neutral
549284047579807744	neutral
549283853693485056	sadness
549284051384041472	neutral
549284021805780992	neutral
549284000934547456	calm
549283854121730050	calm
549284059768430592	anger
549283904847638528	sadness
549283912598298624	fear
549283992810569728	sadness
549283988955594753	joy
549284035168862208	enthusiasm
549283938007789568	enthusiasm
549283904667283456	enthusiasm
549284068085755904	enthusiasm
549283854356586497	surprise
549284063753039873	calm
549283900308987904	neutral
549283967619596289	interestingness
549284000712249344	neutral
549283871385468928	sadness
549283930097332224	enthusiasm
549284063459414016	interestingness
549284068056399873	neutral
549283862749007872	interestingness
549283866410614786	anger
549283895888588800	enthusiasm
549284063811764224	surprise
549284038931124224	neutral
549283879182274560	neutral
549284034350940160	neutral
549283942121996289	surprise
549283988343623682	calm
549283879685980161	rejection
549283963668561922	enthusiasm
549284021981945856	enthusiasm
549283942696636416	enthusiasm
549283996006617088	joy
549283951089844224	anger
549284063715282944	neutral
549284005842268160	interestingness
549283854289489921	sadness
549283950540374016	joy
549283963592650752	neutral
549284000649318401	anger
549283851898728448	shame
549283979799453696	rejection
549283904457543680	sadness
549283996425674753	sadness
549283984531013634	joy
549283975726788608	anxiety
549283851990605824	neutral
549284014029557760	neutral
549283963395915776	calm
549283883590508546	joy
549284042810867712	interestingness
549283892373778433	neutral
549284009218686976	shame
549283854423711744	sadness
549283858899042304	joy
549283858513137665	neutral
549283971612540928	surprise
549283958957940736	neutral
549283959054815233	neutral
549284064025272320	surprise
549284009310973952	anxiety
549283925852708864	joy
549283908802867201	enthusiasm
549283975689428992	surprise
549283904524668928	neutral
549284026390159360	neutral
549283971998437376	neutral
549284051518230528	surprise
549283967573446657	neutral
549283954646597632	sadness
549283913211060224	enthusiasm
549284043163205633	neutral
549284026289512448	neutral
549283929686286337	neutral
549283951047880704	surprise
549283862988476416	enthusiasm
549283955128938498	neutral
549283871036952577	anger
549284026348224513	surprise
549284068043812865	enthusiasm
549283858500571137	neutral
549283988859523073	sadness
549284047135195137	interestingness
549283934186389506	interestingness
549283871053725697	interestingness
549283954885677057	neutral
549283916717109248	sadness
549283883481853954	interestingness
549283854138494977	rejection
549283883448270848	neutral
549283875693002752	neutral
549284018240245760	calm
549283900607193088	interestingness
549283979753697280	interestingness
549283908571762688	enthusiasm
549283921402544131	enthusiasm
549284013417197568	interestingness
549284013865574400	sadness
549283950888497152	calm
549283958895423490	interestingness
549283879509819393	anger
549283971583180801	enthusiasm
549283946924871680	neutral
549283992667951104	neutral
549283899730591744	surprise
549284030328627202	enthusiasm
549283988461064192	joy
549283875768524800	neutral
549283955061817344	neutral
549283921364398080	anger
549283871351918592	joy
549283946861985792	enthusiasm
549284001504980992	disgust
549284038469357568	joy
549284047537459200	anger
549284042940878848	joy
549283933813481472	joy
549284042638516224	fear
549283996623200256	neutral
549284013534642178	interestingness
549283938532085761	joy
549284030534144000	shame
549283862384082944	sadness
549283955066040320	calm
549283891832700928	sadness
549283975919710209	anxiety
549284064327647232	neutral
549284046963245057	enthusiasm
549284067661725696	joy
549283883536359424	sadness
549283917111390208	anxiety
549283913391026176	joy
549283851663446016	neutral
549283987466629120	neutral
549284043229900801	enthusiasm
549284034715856897	enthusiasm
549284001098510336	enthusiasm
549283875315519488	surprise
549283908567580673	surprise
549283866481926144	neutral
549283870945050624	neutral
549283887126282240	neutral
549284038633349120	anger
549284017741512705	interestingness
549283854482022400	joy
549283875034497024	neutral
549283852490117120	neutral
549283938619777025	neutral
549283938423021568	neutral
549284000842645506	neutral
549283904671068160	calm
549284001047797760	neutral
549283858899042304	enthusiasm
549283858102108161	enthusiasm
549283912854560769	neutral
549283883506610176	enthusiasm
549283979959218176	neutral
549283887826739200	neutral
549283992735084545	enthusiasm
549283892176224258	interestingness
549284038469357568	joy
549284051274977280	calm
549284043133812736	joy
549283879354638336	joy
549283871003795457	anxiety
549284005435441152	surprise
549283909058719744	neutral
549284001186582528	interestingness
549283896014016513	shame
549283916851732480	interestingness
549284055683170304	enthusiasm
549283883448283136	enthusiasm
549284051266600960	joy
549283930046611456	joy
549284063622615040	calm
549283867103076352	anxiety
549283899856015361	sadness
549284047068078081	interestingness
549284026339827713	joy
549283883444088834	sadness
549283917229199360	joy
549283866914357248	calm
549283925734862848	joy
549283967627960320	sadness
549284001358553088	neutral
549283896203153408	neutral
549283933641138176	joy
549284022221045760	sadness
549283871347732480	surprise
549284043229900801	joy
549284064138915840	fear
549284017799843840	neutral
549283921502826496	interestingness
549284046942273536	joy
549283854327222272	neutral
549283996648357889	anger
549283866603958273	enthusiasm
549284039102717954	joy
549283997126520833	calm
549283921851342849	neutral
549283895922143232	interestingness
549283908609523713	joy
549283896488374273	joy
549283858500177920	joy
549283883578302464	enthusiasm
549284050926444544	surprise
549283921301868544	anger
549284067943124992	neutral
549283954722086912	interestingness
549283946455126016	enthusiasm
549283942642515968	neutral
549283988309680128	enthusiasm
549284021835145218	neutral
549283858659958784	neutral
549284001098510336	interestingness
549283887730663425	joy
549283857665892353	fear
549284034619396096	neutral
549284042810867712	joy
549283950632239104	shame
549284034329993216	anger
549284009159958528	interestingness
549283883053617154	joy
549283980194095108	joy
549283925391327232	neutral
549283975789682688	joy
549283942315331584	calm
549283963479810048	disgust
549283852305563648	joy
549283975881973760	surprise
549284030186020866	joy
549284001098510336	sadness
549283909037740034	neutral
549284026520203264	joy
549283996916801536	sadness
549284038931124224	neutral
549283900523311104	neutral
549284042407833600	enthusiasm
549283950569734146	sadness
549284030504796160	interestingness
549283950938816512	anger
549284022179090432	neutral
549283975538409472	enthusiasm
549284056064860160	anxiety
549283925634592768	neutral
549283963181617152	sadness
549283851663446016	enthusiasm
549283887839326208	calm
549283879216226304	neutral
549283934291243008	joy
549284004965658624	neutral
549283992617639936	neutral
549283942277607424	interestingness
549283925429067776	anger
549283946589347840	anger
549284056048078848	joy
549283996828696577	sadness
549283967334375424	interestingness
549283899856015361	neutral
549284026289512448	neutral
549283955200245761	anger
549283976486334464	interestingness
549283866683654144	anxiety
549283862439030785	enthusiasm
549284063932973056	neutral
549283959537168386	interestingness
549283967229501441	neutral
549283967472373761	anxiety
549283971360911360	neutral
549283853731254273	anger
549283921121529857	neutral
549284059831361536	rejection
549283883112349698	enthusiasm
549284063669133314	neutral
549284043481952256	disgust
549283959369383937	anxiety
549284021981945856	anxiety
549284063790370816	neutral
549284013564002305	neutral
549283853693485056	anger
549283988708540416	neutral
549284005120868352	joy
549284047332315138	neutral
549283892021460992	disgust
549284029590413313	neutral
549283997021270016	interestingness
549283996925169665	enthusiasm
549283979992395776	anger
549283951035285504	enthusiasm
549284034476785664	neutral
549283917023707139	neutral
549284059822956544	shame
549283925462249472	joy
549283892000489473	shame
549283904616546304	neutral
549283904705019904	enthusiasm
549283984161902592	anger
549284018597163008	neutral
549283949617238018	joy
549283975709982720	neutral
549283912724512768	neutral
549283996635762688	joy
549283875437158400	joy
549283992554700800	neutral
549283996811939840	neutral
549283862506143747	enthusiasm
549284055036870656	enthusiasm
549283959021264897	neutral
549284059747471361	joy
549284034455830528	anger
549283921234755584	enthusiasm
549283938142003200	interestingness
549283979992395776	anger
549283852808892416	joy
549283867048554497	interestingness
549283942197919744	anxiety
549283975848812545	neutral
549284030638997507	neutral
